Year,Day,Hour,Minute,points_in_IMF_avgs,Percent_interp.,CP/MV_Flag,Timeshift_sec,Phase_frnt_nrml_X,Phase_frnt_nrml_Y,Phase_frnt_nrml_Z,ScalarB_nT,Bx_nT_GSE_GSM,By_nT_GSE,Bz_nT_GSE,By_nT_GSM,Bz_nT_GSM,RMS_timeshift_sec,RMS_phase_front_normal,RMS_ScalarB_nT,RMS_Field vector_nT,points_in_plasma_avgs,Flow_speed_kms,Vx_Velocity_kms_GSE,Vy_Velocity_kms_GSE,Vz_Velocity_kms_GSE,Proton_Density_ncc,Temperature_K,X_sc_GSE_Re,Y_sc_GSE_Re,Z_sc_GSE_Re,X_target_GSE_Re,Y_target_GSE_Re,Z_target_GSE_Re,RMS_target_Re,DBOT1_sec,DBOT2_sec,Bz_Present,Datetime,Vx_Present,Proton_Density_Present,Abs_Vx_Velocity_kms_GSE,Month
2016,157,15,20,5,0,0.5,3203,0.7,0.53,-0.47,17.62,5.6,-12.71,-7.31,-12.45,-7.76,16,0.03,1.11,7.3,5,457.2,-457.0,-6.2,-0.2,13.77,213835.0,226.09,22.7,12.69,10.58,-0.57,0.06,0.21,47,47,1,2016-06-05 15:20:00,1,1,457.0,6
2016,157,15,45,5,53,0.8,3344,0.59,0.6,-0.5,13.22,4.84,-5.26,-4.34,-5.01,-4.63,288,0.18,0.94,9.41,5,483.1,-482.7,13.4,-6.6,14.06,291130.0,226.1,22.72,12.68,10.64,-0.98,0.18,0.15,160,160,1,2016-06-05 15:45:00,1,1,482.7,6
2016,157,15,50,5,16,0.9,3286,0.58,0.55,-0.57,12.17,0.43,-7.83,-6.71,-7.42,-7.17,169,0.07,0.1,2.66,5,501.5,-500.8,18.8,-15.9,13.35,289832.0,226.1,22.73,12.67,10.3,-0.99,0.3,0.32,-28,-127,1,2016-06-05 15:50:00,1,1,500.8,6
2016,157,15,55,5,34,0.8,3393,0.5,0.53,-0.66,12.02,3.29,-7.87,-3.97,-7.61,-4.47,172,0.09,0.37,4.48,5,496.0,-495.2,23.3,-12.6,13.98,301958.0,226.1,22.73,12.67,10.59,-1.14,0.25,0.51,116,-10,1,2016-06-05 15:55:00,1,1,495.2,6
2016,157,16,10,5,0,0.9,3067,0.55,0.45,-0.7,13.05,3.02,-9.88,-4.99,-9.47,-5.73,14,0.01,0.41,4.81,5,494.4,-493.8,24.2,-3.7,13.74,297976.0,226.1,22.75,12.66,10.51,-1.15,0.08,0.21,64,64,1,2016-06-05 16:10:00,1,1,493.8,6
2016,157,16,15,5,0,0.9,3040,0.61,0.43,-0.66,11.74,2.08,-9.87,-2.81,-9.61,-3.6,13,0.03,0.56,4.54,5,490.5,-489.9,25.1,-0.7,14.47,324774.0,226.1,22.76,12.65,10.77,-1.19,-0.0,0.17,64,64,1,2016-06-05 16:15:00,1,1,489.9,6
2016,157,16,20,5,50,1.0,3125,0.61,0.47,-0.62,11.49,7.0,-8.93,-0.95,-8.81,-1.7,34,0.05,0.22,0.92,5,481.3,-480.7,23.9,2.2,15.13,373325.0,226.11,22.76,12.65,11.03,-1.23,-0.04,0.08,35,35,1,2016-06-05 16:20:00,1,1,480.7,6
2016,166,18,35,5,0,1.0,2309,0.78,-0.52,0.35,8.65,5.58,3.07,-4.32,3.61,-3.88,26,0.06,0.41,3.44,5,532.7,-531.7,-30.8,-7.1,13.32,119397.0,227.72,33.69,6.52,10.28,-0.04,0.11,0.15,93,93,1,2016-06-14 18:35:00,1,1,531.7,6
2016,166,18,40,5,0,0.5,2298,0.74,-0.57,0.36,9.69,2.92,-1.76,-9.01,-0.52,-9.16,24,0.04,0.11,0.6,5,521.4,-521.1,-13.5,7.1,13.33,92972.0,227.72,33.69,6.52,9.75,-0.3,-0.14,0.02,45,45,1,2016-06-14 18:40:00,1,1,521.1,6
2016,166,18,45,5,0,0.9,2398,0.8,-0.45,0.4,9.85,1.42,-2.86,-9.22,-1.55,-9.53,39,0.06,0.08,1.09,5,519.9,-519.7,-13.8,6.9,13.72,93076.0,227.72,33.69,6.52,9.69,-0.3,-0.13,0.02,36,36,1,2016-06-14 18:45:00,1,1,519.7,6
2016,166,18,50,4,0,0.8,2559,0.92,-0.2,0.32,9.85,1.5,-4.52,-8.52,-3.26,-9.08,46,0.09,0.35,0.77,5,517.7,-517.5,-7.0,10.6,14.22,97827.0,227.72,33.7,6.51,9.75,-0.44,-0.2,0.03,45,45,1,2016-06-14 18:50:00,1,1,517.5,6
2016,166,18,55,5,0,0.8,2584,0.94,-0.14,0.28,10.78,1.55,-6.4,-8.34,-5.12,-9.18,21,0.05,0.29,1.47,5,518.0,-517.8,-1.8,8.9,13.88,102966.0,227.72,33.7,6.51,9.83,-0.5,-0.17,0.09,64,64,1,2016-06-14 18:55:00,1,1,517.8,6
2016,166,19,0,5,0,0.9,2577,0.95,-0.12,0.3,12.05,3.69,-3.82,-10.61,-2.2,-11.06,20,0.02,0.24,1.81,5,524.0,-523.7,-15.6,8.9,13.14,106834.0,227.72,33.7,6.51,9.6,-0.23,-0.17,0.04,50,50,1,2016-06-14 19:00:00,1,1,523.7,6
2016,166,19,5,5,0,1.0,2615,0.96,-0.04,0.28,12.32,3.77,-0.34,-11.55,1.43,-11.46,9,0.03,0.12,1.71,5,525.2,-524.4,-26.6,12.5,13.74,117724.0,227.72,33.71,6.5,9.41,-0.05,-0.22,0.03,56,56,1,2016-06-14 19:05:00,1,1,524.4,6
2016,166,19,10,5,0,1.0,2544,0.94,-0.19,0.25,12.91,3.31,1.91,-12.21,3.79,-11.77,75,0.15,0.19,1.05,5,525.8,-525.0,-25.4,13.3,13.13,121374.0,227.72,33.71,6.5,9.39,-0.06,-0.23,0.05,92,92,1,2016-06-14 19:10:00,1,1,525.0,6
2016,166,19,15,5,0,0.9,2426,0.89,-0.43,0.17,13.01,4.06,3.32,-11.71,5.14,-11.03,6,0.01,1.07,1.93,5,526.1,-525.0,-33.1,7.5,13.52,126711.0,227.73,33.71,6.5,9.45,0.06,-0.13,0.09,69,69,1,2016-06-14 19:15:00,1,1,525.0,6
2016,166,19,40,4,0,0.2,2662,0.92,0.03,0.38,14.2,2.99,11.9,-6.98,12.93,-4.8,53,0.13,0.2,1.39,5,525.4,-524.1,-35.9,8.8,13.07,119893.0,227.73,33.73,6.48,10.16,0.13,-0.18,0.04,55,55,1,2016-06-14 19:40:00,1,1,524.1,6
2016,166,19,45,5,0,0.4,2795,0.77,0.21,0.59,12.69,2.61,10.55,-6.52,11.54,-4.55,25,0.06,0.59,0.75,5,531.4,-529.8,-37.7,15.1,14.68,126301.0,227.73,33.73,6.48,9.92,0.14,-0.31,0.06,45,45,1,2016-06-14 19:45:00,1,1,529.8,6
2016,189,16,5,5,0,0.8,3827,0.52,0.51,-0.06,10.03,-4.4,2.82,-3.63,2.2,-4.03,589,0.25,0.45,3.27,5,462.1,-460.9,9.2,25.6,13.43,232933.0,237.88,42.02,-16.49,10.75,-0.95,-0.56,0.79,423,287,1,2016-07-07 16:05:00,1,1,460.9,7
2016,202,2,10,5,0,0.6,3349,0.95,0.31,0.0,27.68,12.44,-22.51,-4.81,-22.84,-2.85,48,0.06,0.3,8.45,4,460.2,-459.0,-19.5,25.5,19.31,455042.0,241.82,35.63,-24.55,11.05,-0.31,-0.61,0.04,41,41,1,2016-07-20 02:10:00,1,1,459.0,7
2016,202,2,15,5,52,0.4,3356,0.95,0.25,0.01,20.39,5.11,-15.29,-8.8,-16.01,-7.42,37,0.08,4.71,9.28,5,459.0,-456.8,-5.8,40.5,25.17,507453.0,241.82,35.63,-24.55,9.63,-0.56,-0.88,0.52,84,84,1,2016-07-20 02:15:00,1,1,456.8,7
2016,202,2,20,5,46,1.0,3177,1.0,0.03,-0.01,13.61,-0.03,-8.42,-6.99,-9.02,-6.19,52,0.08,2.99,7.89,5,461.6,-459.3,-5.1,44.8,25.25,648989.0,241.82,35.62,-24.55,9.73,-0.48,-1.0,0.24,93,93,1,2016-07-20 02:20:00,1,1,459.3,7
2016,202,2,25,5,0,0.5,3161,0.94,0.03,-0.31,11.8,-1.88,-7.92,-5.19,-8.37,-4.42,33,0.06,2.3,4.63,5,465.3,-462.9,-5.4,47.0,25.26,709268.0,241.82,35.62,-24.55,9.93,-0.53,-1.0,0.25,45,45,1,2016-07-20 02:25:00,1,1,462.9,7
2016,202,2,30,5,0,0.7,3232,0.9,0.12,-0.42,18.68,-3.13,-13.16,-10.78,-14.15,-9.44,23,0.03,1.29,5.85,5,463.2,-460.1,-4.2,52.2,23.6,700538.0,241.82,35.61,-24.55,9.51,-0.55,-1.08,0.24,50,50,1,2016-07-20 02:30:00,1,1,460.1,7
2016,202,2,45,5,0,0.9,3268,0.92,0.36,-0.14,23.88,8.32,-21.68,-4.68,-22.06,-2.33,21,0.02,0.51,2.13,5,488.3,-485.4,4.2,52.7,20.34,631829.0,241.83,35.6,-24.56,10.45,-0.78,-1.09,0.15,51,51,1,2016-07-20 02:45:00,1,1,485.4,7
2016,202,2,50,5,0,0.7,3298,0.92,0.37,-0.14,23.72,5.52,-18.6,-12.88,-19.91,-10.75,14,0.02,0.11,3.32,5,489.3,-487.1,15.8,43.2,20.12,664672.0,241.83,35.6,-24.56,9.38,-0.91,-0.81,0.21,61,61,1,2016-07-20 02:50:00,1,1,487.1,7
2016,202,2,55,5,26,0.8,3297,0.89,0.39,-0.2,24.68,6.21,-20.45,-12.18,-21.7,-9.77,12,0.03,0.14,0.92,5,486.8,-484.0,4.3,51.7,18.97,611829.0,241.83,35.6,-24.56,9.63,-0.66,-1.06,0.15,59,59,1,2016-07-20 02:55:00,1,1,484.0,7
2016,202,3,0,5,73,0.0,3342,0.83,0.45,-0.3,24.92,7.48,-21.36,-9.83,-22.37,-7.26,30,0.07,0.31,2.89,5,484.0,-480.0,-2.9,61.9,17.62,599299.0,241.83,35.6,-24.56,10.12,-0.56,-1.33,0.12,46,46,1,2016-07-20 03:00:00,1,1,480.0,7
2016,202,3,10,5,90,0.0,3430,0.74,0.57,-0.28,23.15,10.05,-18.47,-8.59,-19.39,-6.24,55,0.09,1.0,4.22,5,496.4,-494.1,-4.6,46.2,18.24,665067.0,241.84,35.59,-24.56,10.07,-0.53,-0.92,0.08,23,23,1,2016-07-20 03:10:00,1,1,494.1,7
2016,202,3,15,5,90,0.2,3288,0.74,0.37,-0.06,24.41,8.51,-19.4,-11.39,-20.69,-8.83,112,0.15,0.14,2.3,5,501.7,-499.3,-2.4,48.3,16.57,641412.0,241.84,35.59,-24.57,9.88,-0.53,-0.96,0.4,90,49,1,2016-07-20 03:15:00,1,1,499.3,7
2016,202,3,20,5,100,9.9,3012,0.8,0.16,0.47,24.15,8.04,-21.29,-7.06,-22.03,-4.22,37,0.06,1.28,2.83,5,500.6,-498.1,-9.6,49.1,14.96,616236.0,241.84,35.58,-24.57,10.75,-0.42,-1.07,0.19,142,139,1,2016-07-20 03:20:00,1,1,498.1,7
2016,202,3,25,5,100,9.9,2923,0.68,0.1,0.63,25.05,7.46,-22.72,-6.51,-23.39,-3.41,53,0.07,0.17,2.21,5,500.7,-498.8,-12.1,42.3,13.38,598958.0,241.84,35.58,-24.57,11.1,-0.42,-0.91,0.23,81,81,1,2016-07-20 03:25:00,1,1,498.8,7
2016,202,3,30,5,100,9.9,2831,0.55,0.04,0.78,24.29,10.46,-20.57,-6.91,-21.33,-4.02,16,0.05,0.18,2.11,5,497.9,-496.4,-5.4,37.2,14.74,571926.0,241.84,35.57,-24.57,10.74,-0.53,-0.82,0.13,68,68,1,2016-07-20 03:30:00,1,1,496.4,7
2016,202,3,35,5,96,0.0,2846,0.47,0.02,0.74,26.2,3.96,-24.88,-6.05,-25.48,-2.48,40,0.11,0.68,2.49,5,497.3,-495.4,6.0,42.0,13.4,523888.0,241.85,35.57,-24.58,11.28,-0.86,-0.95,0.07,39,39,1,2016-07-20 03:35:00,1,1,495.4,7
2016,202,3,40,5,100,9.9,3029,0.49,0.09,0.24,26.54,2.51,-25.65,-5.5,-26.18,-1.74,49,0.17,0.28,2.54,5,496.1,-494.2,10.3,41.9,13.29,491092.0,241.85,35.57,-24.58,11.34,-0.92,-0.98,0.04,22,22,1,2016-07-20 03:40:00,1,1,494.2,7
2016,210,19,55,5,0,0.9,3790,0.59,0.76,-0.27,10.33,2.95,-5.15,-8.34,-6.11,-7.66,13,0.01,0.23,0.89,5,465.2,-463.5,-30.0,17.0,13.08,157715.0,245.9,26.93,-28.01,10.32,-0.01,-0.27,0.1,48,48,1,2016-07-28 19:55:00,1,1,463.5,7
2016,237,0,5,5,0,0.9,3077,0.62,0.75,-0.25,14.48,10.06,-9.55,-3.82,-10.13,-1.82,7,0.01,0.83,1.53,5,524.5,-523.7,11.7,27.7,14.87,366357.0,248.14,-8.05,-23.11,10.36,-0.82,-0.55,0.09,53,53,1,2016-08-24 00:05:00,1,1,523.7,8
2016,237,0,25,5,0,0.6,3207,0.59,0.75,-0.29,12.63,6.74,-7.65,-6.93,-8.92,-5.19,14,0.02,0.1,2.3,5,514.3,-513.2,16.5,28.4,15.38,352808.0,248.14,-8.07,-23.1,9.93,-0.93,-0.5,0.09,54,54,1,2016-08-24 00:25:00,1,1,513.2,8
2016,237,0,30,5,0,0.8,3129,0.63,0.73,-0.25,12.99,4.47,-7.03,-9.55,-8.87,-7.88,40,0.07,0.19,1.8,5,525.4,-524.3,19.7,26.5,14.57,373018.0,248.14,-8.08,-23.1,9.66,-0.91,-0.52,0.14,85,85,1,2016-08-24 00:30:00,1,1,524.3,8
2016,237,0,35,5,0,0.9,3128,0.68,0.7,-0.19,13.24,6.15,-7.5,-8.18,-9.05,-6.43,34,0.06,0.26,3.1,5,516.9,-514.9,19.8,39.8,13.98,394933.0,248.14,-8.08,-23.09,9.97,-0.94,-0.81,0.12,53,51,1,2016-08-24 00:35:00,1,1,514.9,8
2016,237,1,5,5,46,0.5,3423,0.36,0.7,-0.61,13.48,2.86,-9.21,-9.24,-11.02,-6.97,19,0.02,0.19,0.83,5,539.1,-535.6,39.3,46.8,13.83,419567.0,248.14,-8.11,-23.09,9.68,-1.24,-0.84,0.12,37,34,1,2016-08-24 01:05:00,1,1,535.6,8
2016,237,1,15,5,0,1.0,3184,0.5,0.66,-0.55,12.52,7.36,-9.05,-3.94,-9.71,-1.79,54,0.02,0.28,1.57,5,538.5,-533.5,46.1,56.9,13.5,484886.0,248.14,-8.12,-23.08,10.33,-1.45,-1.11,0.12,110,101,1,2016-08-24 01:15:00,1,1,533.5,8
2016,264,0,0,5,31,0.8,2906,0.77,0.41,-0.25,10.0,1.0,-2.28,-9.03,-4.45,-8.18,14,0.35,1.24,2.73,5,496.2,-493.4,51.8,-4.7,20.07,455687.0,238.43,-37.95,-1.42,9.39,-1.56,0.07,0.14,65,65,1,2016-09-20 00:00:00,1,1,493.4,9
2016,264,0,5,5,23,0.6,2897,0.95,0.19,-0.06,14.49,0.48,-11.51,-8.58,-13.29,-5.44,19,0.21,1.48,2.18,5,495.3,-492.9,48.4,0.6,15.85,381641.0,238.42,-37.95,-1.42,9.9,-1.55,0.01,0.06,51,51,1,2016-09-20 00:05:00,1,1,492.9,9
2016,291,20,20,5,11,1.0,1953,0.9,0.1,0.42,4.26,1.73,-2.09,-3.09,-2.75,-2.52,15,0.07,0.01,0.81,5,726.1,-708.8,154.3,-30.2,0.75,151221.0,223.62,-35.95,21.18,14.27,-3.51,0.52,0.22,57,57,1,2016-10-17 20:20:00,1,1,708.8,10
2016,299,10,30,3,83,0.0,2880,0.47,0.16,0.29,8.83,-5.21,4.81,-0.2,4.07,-2.57,96,0.21,2.44,4.1,4,477.8,-475.8,-37.9,9.5,16.13,238436.0,221.83,-28.58,24.95,10.78,0.37,-0.18,0.19,86,20,1,2016-10-25 10:30:00,1,1,475.8,10
2016,300,1,50,3,22,0.0,1366,0.7,0.23,-0.65,6.16,-3.39,4.73,-1.82,4.18,-2.86,85,0.17,0.01,0.26,2,720.8,-710.0,-9.1,123.9,1.02,43979.0,221.7,-27.79,25.16,14.12,-0.47,-2.35,0.05,64,64,1,2016-10-26 01:50:00,1,1,710.0,10
2016,300,2,0,5,93,0.0,1660,0.77,0.62,-0.1,6.25,-3.69,4.19,-2.38,3.51,-3.3,8,0.04,0.07,1.14,5,719.9,-708.6,-1.7,126.2,0.96,35907.0,221.69,-27.78,25.17,14.34,-0.66,-2.63,0.26,52,52,1,2016-10-26 02:00:00,1,1,708.6,10
2016,343,0,50,5,0,0.7,3057,0.86,0.49,-0.14,5.14,-1.75,2.71,-3.48,2.91,-3.32,16,0.02,0.66,1.73,5,483.5,-483.4,2.4,4.9,16.42,162532.0,220.86,32.17,7.47,10.35,-0.69,-0.07,0.08,57,57,1,2016-12-08 00:50:00,1,1,483.4,12
2016,343,1,10,5,71,0.0,3141,0.78,0.34,0.43,7.42,-2.91,6.35,-2.09,6.45,-1.77,134,0.28,0.5,1.15,5,480.2,-480.0,-0.5,13.8,13.67,160946.0,220.86,32.18,7.46,10.9,-0.64,-0.33,0.05,123,123,1,2016-12-08 01:10:00,1,1,480.0,12
2016,343,1,50,5,0,0.8,2694,0.84,-0.07,-0.53,9.86,-0.73,9.22,-2.88,9.3,-2.61,20,0.04,0.84,1.84,5,466.8,-466.6,-12.3,7.1,14.78,148349.0,220.86,32.22,7.42,10.84,-0.42,-0.17,0.05,53,53,1,2016-12-08 01:50:00,1,1,466.6,12
2016,343,2,5,5,0,0.9,2785,0.92,0.08,-0.38,9.4,-2.03,8.42,-2.0,8.46,-1.83,11,0.04,1.43,2.73,5,473.4,-473.1,-13.5,2.2,15.61,137404.0,220.86,32.23,7.41,10.81,-0.33,-0.03,0.12,57,57,1,2016-12-08 02:05:00,1,1,473.1,12
2016,343,2,35,5,23,0.8,2753,0.8,0.07,-0.43,14.94,-3.97,13.16,-5.45,13.16,-5.45,83,0.17,0.33,1.58,5,471.6,-471.6,3.3,4.2,15.4,134304.0,220.87,32.25,7.39,10.51,-0.73,-0.09,0.07,97,97,1,2016-12-08 02:35:00,1,1,471.6,12
2016,343,2,40,5,0,0.2,2662,0.71,0.0,-0.7,13.7,-6.75,9.49,-6.79,9.47,-6.82,11,0.01,0.63,2.27,5,475.9,-475.8,-0.3,1.8,15.31,135310.0,220.87,32.25,7.39,10.23,-0.6,-0.03,0.06,43,43,1,2016-12-08 02:40:00,1,1,475.8,12
2016,343,2,45,5,0,0.8,2675,0.71,0.01,-0.7,12.66,-8.31,4.72,-8.09,4.66,-8.12,7,0.01,0.17,1.82,5,475.1,-475.0,-10.4,1.5,16.3,138349.0,220.87,32.25,7.39,9.93,-0.38,-0.04,0.04,60,60,1,2016-12-08 02:45:00,1,1,475.0,12
2016,343,2,50,5,22,1.0,2645,0.68,-0.04,-0.73,10.42,-6.81,2.54,-6.81,2.47,-6.84,36,0.05,1.37,2.65,5,476.6,-476.3,-15.0,-2.1,17.71,143776.0,220.87,32.26,7.38,9.88,-0.31,0.06,0.07,76,76,1,2016-12-08 02:50:00,1,1,476.3,12
2016,343,2,55,5,100,9.9,2636,0.61,-0.06,-0.78,9.84,-7.13,1.62,-6.48,1.52,-6.5,26,0.02,0.45,1.13,5,479.8,-479.5,-12.2,-8.2,18.9,117993.0,220.87,32.26,7.38,9.81,-0.39,0.19,0.03,41,41,1,2016-12-08 02:55:00,1,1,479.5,12
2016,343,3,0,5,100,9.9,2725,0.57,-0.0,-0.8,8.48,-6.1,2.34,-5.11,2.25,-5.15,17,0.02,0.68,1.67,5,479.4,-479.1,-1.2,-14.9,19.98,142125.0,220.87,32.26,7.38,9.88,-0.57,0.31,0.05,45,45,1,2016-12-08 03:00:00,1,1,479.1,12
2016,343,3,5,5,100,9.9,2759,0.52,0.07,-0.84,8.92,-8.14,0.69,-3.48,0.62,-3.49,16,0.03,0.64,0.81,5,483.0,-482.8,-7.2,-12.8,19.67,144035.0,220.87,32.27,7.37,10.1,-0.45,0.25,0.04,54,54,1,2016-12-08 03:05:00,1,1,482.8,12
2016,343,3,10,5,87,1.0,2808,0.47,0.14,-0.86,8.61,-8.29,-0.07,-2.18,-0.12,-2.18,37,0.02,1.3,1.48,5,482.6,-482.2,-16.3,-9.2,19.78,143068.0,220.87,32.27,7.37,10.25,-0.28,0.21,0.05,43,43,1,2016-12-08 03:10:00,1,1,482.2,12
2016,343,3,15,5,0,1.0,2949,0.45,0.17,-0.88,8.34,-6.8,-0.34,-3.99,-0.45,-3.98,35,0.01,1.72,2.86,5,480.3,-479.7,-17.0,-15.9,20.22,145105.0,220.87,32.27,7.37,10.0,-0.29,0.34,0.06,35,35,1,2016-12-08 03:15:00,1,1,479.7,12
